gen,inventor,assignee,location,id,similarity,claims,root
2,82.0,26.0,23.0,32.0,0.2082848692422404,17.0,4750370
3,270.0,79.0,76.0,131.0,0.2328406409605553,18.36842105263158,4750370
1,2.0,1.0,1.0,1.0,0.33272120356559753,4.0,5409081
2,10.0,6.0,6.0,7.0,0.27767249728952137,21.428571428571427,5409081
3,175.0,90.0,87.0,129.0,0.2642360348708746,15.03658536585366,5409081
1,11.0,6.0,6.0,10.0,0.2339846983551979,17.8,5356003
2,64.0,19.0,17.0,32.0,0.29975893795490266,19.075,5356003
3,422.0,174.0,165.0,275.0,0.24847815608462465,18.21730769230769,5356003
1,64.0,12.0,13.0,31.0,0.2071872329519641,26.12903225806452,5925843
2,701.0,146.0,115.0,450.0,0.22148021547460048,21.63894523326572,5925843
3,10958.0,1323.0,734.0,9643.0,0.255358393721565,22.370770840599928,5925843
1,40.0,15.0,14.0,17.0,0.2604111704756232,25.35294117647059,5534708
2,206.0,71.0,69.0,104.0,0.20918205571926646,17.88785046728972,5534708
3,1456.0,293.0,257.0,926.0,0.2502998819523133,17.32246153846154,5534708
1,16.0,4.0,4.0,7.0,0.20696590627942765,18.0,5780932
2,21.0,9.0,10.0,13.0,0.2494133363167445,13.8,5780932
3,49.0,11.0,13.0,21.0,0.2151790268364407,16.428571428571427,5780932
1,13.0,2.0,2.0,7.0,0.19394836574792865,20.571428571428573,4823192
2,125.0,27.0,18.0,61.0,0.2216578399942767,18.06451612903226,4823192
3,1263.0,144.0,123.0,914.0,0.1999390794336796,18.234594594594594,4823192
1,12.0,4.0,4.0,8.0,0.2060212139040232,8.125,5142979
2,35.0,11.0,12.0,18.0,0.27484070882201195,13.0,5142979
3,217.0,49.0,49.0,123.0,0.2923547190175145,15.729885057471266,5142979
1,1.0,1.0,2.0,3.0,0.2789011696974437,16.666666666666668,5794376
2,2.0,1.0,1.0,1.0,0.18213337659835813,24.0,5794376
3,5.0,4.0,4.0,4.0,0.3117943853139877,17.5,5794376
1,30.0,11.0,11.0,17.0,0.2657267065609203,33.823529411764696,6212500
2,214.0,51.0,41.0,127.0,0.23367081773012205,20.75187969924812,6212500
3,3101.0,323.0,230.0,1993.0,0.19786283841230973,26.65602438633082,6212500
1,20.0,9.0,9.0,14.0,0.37421702593564987,18.571428571428573,5227301
2,88.0,31.0,31.0,53.0,0.3473435408974949,20.350877192982455,5227301
3,1188.0,243.0,206.0,1064.0,0.2523901560128415,19.90814332247557,5227301
1,20.0,4.0,5.0,9.0,0.4376840508646435,16.0,4518682
2,96.0,9.0,9.0,29.0,0.4879376282294591,14.433333333333335,4518682
3,315.0,23.0,33.0,177.0,0.40303526871139184,15.072916666666664,4518682
1,19.0,10.0,9.0,9.0,0.2395692831940121,14.444444444444445,4443791
2,270.0,89.0,81.0,131.0,0.2674590141876884,17.014492753623188,4443791
3,9418.0,1861.0,1230.0,6612.0,0.2260162002974416,21.295506334882873,4443791
1,9.0,2.0,2.0,2.0,0.272752657532692,15.0,5529095
2,6.0,2.0,2.0,2.0,0.09361340105533597,13.0,5529095
3,,,,,,,5529095
1,,,,,,,4149743
2,3.0,1.0,1.0,1.0,0.20205000042915344,26.0,4149743
3,13.0,4.0,4.0,7.0,0.415049746632576,12.777777777777779,4149743
1,2.0,1.0,1.0,1.0,0.3522672653198242,16.0,4566230
2,21.0,7.0,7.0,9.0,0.2420371630125576,19.666666666666668,4566230
3,56.0,17.0,18.0,34.0,0.2769901109683626,15.490566037735848,4566230
1,6.0,4.0,4.0,4.0,0.3302632570266724,16.5,4627936
2,169.0,39.0,40.0,83.0,0.2971308290790976,22.28089887640449,4627936
3,3299.0,498.0,396.0,2255.0,0.33170748518311804,21.436401240951398,4627936
1,19.0,5.0,7.0,15.0,0.12326157399054084,30.0,5622612
2,119.0,26.0,27.0,50.0,0.3712888509035111,20.03846153846154,5622612
3,339.0,67.0,59.0,234.0,0.2303990518864919,25.24671916010499,5622612
1,3.0,3.0,3.0,3.0,0.4235352079073588,16.0,4864097
2,48.0,16.0,16.0,27.0,0.3219805093748229,15.178571428571427,4864097
3,433.0,92.0,84.0,398.0,0.2806827175046893,23.299055613851,4864097
1,1.0,1.0,1.0,1.0,0.2621724009513855,9.0,5688167
2,13.0,5.0,5.0,5.0,0.2655366599559784,16.0,5688167
3,51.0,7.0,7.0,48.0,0.2845127317123115,19.70833333333333,5688167
1,2.0,1.0,1.0,1.0,0.2774702906608581,12.0,6012377
2,9.0,4.0,6.0,6.0,0.21591769797461371,11.0,6012377
3,25.0,7.0,7.0,10.0,0.2299064576625824,16.5,6012377
1,3.0,1.0,1.0,1.0,0.2659268081188202,13.0,4661443
2,45.0,13.0,11.0,26.0,0.2997605827450752,35.52,4661443
3,720.0,167.0,124.0,562.0,0.2223512319698724,18.563535911602212,4661443
1,3.0,2.0,2.0,2.0,0.15667433105409145,18.5,6263684
2,4.0,2.0,2.0,2.0,0.17306023836135864,20.0,6263684
3,4.0,2.0,2.0,3.0,0.18199501186609268,26.33333333333333,6263684
1,5.0,3.0,3.0,3.0,0.3597761193911235,11.666666666666664,4224097
2,20.0,8.0,3.0,7.0,0.22062011701720105,10.285714285714286,4224097
3,59.0,19.0,16.0,31.0,0.21880233427509665,18.59375,4224097
1,4.0,4.0,4.0,5.0,0.19459552466869354,18.4,4242022
2,37.0,20.0,20.0,25.0,0.2349756666674064,19.73076923076923,4242022
3,343.0,99.0,91.0,430.0,0.2627973262768214,17.12694877505568,4242022
1,26.0,12.0,13.0,13.0,0.3062680696065609,13.0,6112423
2,182.0,47.0,54.0,94.0,0.21934272172023556,21.1010101010101,6112423
3,1057.0,241.0,219.0,790.0,0.25389703543043296,18.844928751047775,6112423
1,6.0,3.0,3.0,3.0,0.2306668212016424,16.333333333333332,4846965
2,12.0,10.0,10.0,10.0,0.3081606239080429,16.3,4846965
3,122.0,45.0,42.0,64.0,0.3009757178299355,17.545454545454547,4846965
1,1.0,1.0,1.0,1.0,0.4246912598609924,10.0,4523944
2,1.0,1.0,1.0,1.0,0.8249955773353577,7.0,4523944
3,,,,,,,4523944
1,14.0,8.0,7.0,6.0,0.20034332449237505,16.833333333333332,5918756
2,35.0,15.0,15.0,18.0,0.18957999132965744,17.42105263157895,5918756
3,202.0,72.0,66.0,123.0,0.2060255173037385,17.792207792207797,5918756
1,5.0,2.0,2.0,6.0,0.29933207978804904,27.5,4701435
2,63.0,14.0,14.0,26.0,0.44825403832576494,25.431818181818183,4701435
3,61.0,15.0,14.0,44.0,0.4042181042333444,24.68333333333333,4701435
1,6.0,3.0,3.0,3.0,0.495193103949229,6.333333333333332,4165097
2,51.0,22.0,22.0,29.0,0.2814950259595081,16.275862068965516,4165097
3,614.0,169.0,189.0,519.0,0.2494941501631209,17.523114355231144,4165097
1,12.0,5.0,5.0,8.0,0.2656782437115908,29.125,6144209
2,64.0,25.0,22.0,36.0,0.2520793367177248,17.65,6144209
3,247.0,61.0,60.0,116.0,0.23171145900329745,18.02453987730061,6144209
1,2.0,2.0,2.0,2.0,0.3177378326654434,10.5,5717481
2,20.0,7.0,7.0,10.0,0.2424643501639366,34.7,5717481
3,72.0,27.0,29.0,53.0,0.23853313791993505,21.486486486486488,5717481
1,3.0,1.0,1.0,1.0,0.2803701758384705,7.0,4373882
2,27.0,9.0,8.0,17.0,0.2561227346167845,16.176470588235293,4373882
3,179.0,43.0,48.0,127.0,0.23943528189814736,17.330049261083744,4373882
1,7.0,1.0,1.0,4.0,0.3353563770651817,21.25,5876112
2,24.0,5.0,5.0,14.0,0.1999023755391439,18.777777777777782,5876112
3,17.0,8.0,8.0,8.0,0.2967607494857576,12.444444444444445,5876112
1,11.0,4.0,4.0,8.0,0.256789883133024,24.0,4274849
2,60.0,23.0,21.0,29.0,0.3036840983456181,17.806451612903224,4274849
3,1747.0,371.0,303.0,1273.0,0.3096653699339737,20.384444444444444,4274849
1,44.0,11.0,11.0,23.0,0.20554089060296185,18.695652173913047,5057427
2,138.0,50.0,50.0,101.0,0.3526022364867145,17.793103448275858,5057427
3,1348.0,293.0,238.0,1046.0,0.2946279600136956,17.5314333612741,5057427
1,8.0,5.0,5.0,5.0,0.35378838777542115,10.8,4636227
2,55.0,22.0,22.0,23.0,0.2916179176258004,17.47826086956522,4636227
3,578.0,162.0,136.0,331.0,0.256410377589449,19.4978813559322,4636227
1,29.0,11.0,10.0,12.0,0.20069046628971896,12.916666666666664,4227650
2,159.0,65.0,63.0,94.0,0.22521006872779445,17.54736842105263,4227650
3,3507.0,789.0,644.0,3134.0,0.23589994785954144,19.21512787955741,4227650
1,35.0,10.0,11.0,17.0,0.23389726701904745,22.823529411764714,5417597
2,184.0,58.0,59.0,84.0,0.24548517980358814,17.431818181818183,5417597
3,1178.0,229.0,214.0,947.0,0.230554365344037,17.42622950819672,5417597
1,19.0,8.0,7.0,8.0,0.4608883410692215,20.625,4421525
2,192.0,60.0,58.0,99.0,0.3188335267402748,18.346534653465348,4421525
3,2163.0,406.0,323.0,1456.0,0.28749393741211826,20.842405618964005,4421525
1,5.0,1.0,1.0,1.0,0.1971586048603058,18.0,4881715
2,3.0,1.0,1.0,1.0,0.3148230016231537,20.0,4881715
3,,,,,,,4881715
1,16.0,7.0,7.0,8.0,0.2368302568793297,12.375,4994868
2,94.0,33.0,29.0,43.0,0.2312290414648001,22.767441860465123,4994868
3,1143.0,187.0,137.0,1126.0,0.19960212111600556,21.1377245508982,4994868
1,20.0,6.0,6.0,9.0,0.158708232972357,10.666666666666666,4839581
2,124.0,43.0,39.0,54.0,0.2085586166458911,18.258620689655174,4839581
3,586.0,130.0,121.0,349.0,0.2256441131078949,19.49754901960784,4839581
1,3.0,1.0,1.0,2.0,0.5983654260635376,16.0,4827978
2,12.0,6.0,5.0,7.0,0.3570715806313923,14.857142857142858,4827978
3,84.0,24.0,22.0,68.0,0.2350914508390885,17.474358974358974,4827978
1,6.0,4.0,4.0,3.0,0.26310457785924274,16.666666666666668,5704513
2,22.0,6.0,6.0,7.0,0.21315336440290725,14.285714285714285,5704513
3,23.0,7.0,7.0,7.0,0.24500787258148196,16.428571428571427,5704513
1,2.0,2.0,2.0,2.0,0.20573753491044044,17.5,5808974
2,16.0,8.0,9.0,13.0,0.2600260663491029,16.307692307692307,5808974
3,473.0,78.0,62.0,487.0,0.2294948521589833,25.69202898550725,5808974
1,21.0,6.0,7.0,7.0,0.2826596221753529,12.714285714285715,5482645
2,83.0,19.0,20.0,28.0,0.25829702256054715,17.103448275862068,5482645
3,195.0,56.0,49.0,98.0,0.2531949716551793,18.908256880733944,5482645
1,19.0,5.0,5.0,8.0,0.3252761121839285,20.125,5703441
2,57.0,22.0,19.0,30.0,0.24342507521311446,17.466666666666665,5703441
3,421.0,79.0,70.0,470.0,0.29084117174972585,30.565284178187408,5703441
1,10.0,8.0,5.0,11.0,0.2512232612141154,13.272727272727273,4434444
2,109.0,34.0,33.0,60.0,0.3274580523371696,10.883333333333333,4434444
3,911.0,164.0,145.0,602.0,0.26508262069913946,13.578363384188625,4434444
1,56.0,18.0,19.0,29.0,0.20753492626907494,16.862068965517242,5387783
2,1102.0,210.0,163.0,569.0,0.21760913167484813,22.08386075949367,5387783
3,26962.0,3198.0,1427.0,23268.0,0.21894411794097776,22.8985059158822,5387783
1,15.0,3.0,3.0,4.0,0.3272743690758944,22.5,5918117
2,41.0,16.0,16.0,24.0,0.2943820311971333,22.782608695652176,5918117
3,403.0,84.0,58.0,336.0,0.3092602566408565,17.40290381125227,5918117
1,18.0,8.0,8.0,8.0,0.2351582180708647,21.5,4484356
2,175.0,53.0,49.0,85.0,0.24097183399340685,22.894117647058824,4484356
3,2743.0,559.0,411.0,2463.0,0.23464407409626145,24.37549148099607,4484356
1,7.0,1.0,1.0,1.0,0.2654725909233093,12.0,4548795
2,11.0,2.0,2.0,5.0,0.21255307793617248,18.8,4548795
3,15.0,2.0,3.0,7.0,0.5924947924084134,20.88888888888889,4548795
1,56.0,16.0,17.0,27.0,0.2245686015597096,22.88888888888889,5532633
2,553.0,103.0,93.0,336.0,0.2434689423503125,22.378082191780823,5532633
3,5143.0,519.0,366.0,4377.0,0.2446513256487938,20.768948482709956,5532633
1,11.0,3.0,3.0,3.0,0.2506556709607442,14.666666666666664,4800813
2,61.0,15.0,17.0,30.0,0.2275985640784105,13.566666666666665,4800813
3,232.0,54.0,52.0,217.0,0.1956041834205389,15.095999999999998,4800813
1,35.0,12.0,11.0,17.0,0.30859825278029723,16.588235294117652,6064690
2,181.0,45.0,38.0,117.0,0.19004399582552606,24.5982905982906,6064690
3,1162.0,209.0,160.0,897.0,0.19828838878311214,22.840148698884764,6064690
1,14.0,8.0,8.0,8.0,0.2268938394263387,15.875,5909181
2,33.0,11.0,11.0,15.0,0.21870586822430294,21.066666666666666,5909181
3,20.0,9.0,8.0,15.0,0.26860357796152434,16.333333333333332,5909181
1,4.0,2.0,2.0,2.0,0.35317185521125793,23.0,6093090
2,13.0,7.0,7.0,8.0,0.26703707315027714,12.875,6093090
3,88.0,14.0,19.0,47.0,0.23935343843044304,20.353658536585368,6093090
1,6.0,5.0,5.0,5.0,0.37098341286182396,10.4,4380745
2,241.0,69.0,61.0,131.0,0.2580790213592675,19.891304347826086,4380745
3,4335.0,661.0,448.0,3048.0,0.2227218084542625,20.959862946647092,4380745
1,25.0,5.0,6.0,12.0,0.19937084366877875,22.5,5011892
2,111.0,27.0,30.0,61.0,0.2836810995358974,22.5625,5011892
3,1296.0,191.0,169.0,848.0,0.2820082435550858,18.72241029113067,5011892
1,5.0,2.0,2.0,2.0,0.2834211066365242,15.5,5102502
2,21.0,2.0,1.0,14.0,0.25343416524784906,26.07142857142857,5102502
3,11.0,1.0,1.0,1.0,0.7726051807403564,15.0,5102502
1,2.0,2.0,2.0,2.0,0.3198729157447815,9.5,6299401
2,,,,,,,6299401
3,,,,,,,6299401
1,10.0,5.0,4.0,7.0,0.18641707939761026,16.285714285714285,4638334
2,239.0,70.0,65.0,118.0,0.2316549576945224,22.728813559322035,4638334
3,1914.0,315.0,244.0,1210.0,0.2626818787316503,21.362973760932945,4638334
1,32.0,12.0,15.0,19.0,0.25146594800447164,11.105263157894735,5911209
2,97.0,24.0,27.0,72.0,0.3420174273798305,13.595505617977526,5911209
3,802.0,145.0,144.0,571.0,0.31942344427108765,15.655999999999999,5911209
1,29.0,9.0,9.0,16.0,0.23372453171759844,18.1875,5554097
2,145.0,44.0,43.0,70.0,0.20945341483290705,18.542857142857144,5554097
3,347.0,100.0,85.0,236.0,0.28831474649102923,19.060453400503782,5554097
1,11.0,3.0,3.0,3.0,0.28072286148866016,10.0,5026750
2,18.0,7.0,6.0,8.0,0.2855102811008692,20.0,5026750
3,78.0,21.0,14.0,41.0,0.28193893239256884,25.404761904761905,5026750
1,21.0,5.0,5.0,6.0,0.23278923332691195,17.5,6226811
2,2.0,2.0,2.0,2.0,0.2409098520874977,13.5,6226811
3,24.0,8.0,9.0,17.0,0.24443527574048324,17.264705882352942,6226811
1,48.0,5.0,5.0,41.0,0.3026510080913218,40.02439024390244,4702906
2,274.0,42.0,31.0,163.0,0.36667519935997583,27.752688172043012,4702906
3,1795.0,243.0,193.0,1213.0,0.3563258443888621,21.673202614379086,4702906
1,7.0,3.0,3.0,3.0,0.3677546878655752,15.666666666666664,4262023
2,20.0,7.0,10.0,12.0,0.3147495773931344,17.416666666666668,4262023
3,98.0,38.0,33.0,50.0,0.2772527583045502,14.602739726027398,4262023
1,13.0,6.0,5.0,7.0,0.29477429177079884,21.571428571428577,5762443
2,33.0,13.0,13.0,20.0,0.3010618153672952,19.846153846153847,5762443
3,426.0,147.0,134.0,266.0,0.28520308939799194,17.168650793650794,5762443
1,11.0,4.0,4.0,3.0,0.32415560881296795,22.66666666666667,4577010
2,37.0,8.0,7.0,13.0,0.3167420923709869,16.23076923076923,4577010
3,19.0,5.0,6.0,8.0,0.23647001665085554,16.25,4577010
1,68.0,20.0,19.0,43.0,0.2769601175258326,55.906976744186046,5687236
2,3053.0,560.0,331.0,1606.0,0.1639746580011141,24.180111618467784,5687236
3,85077.0,8353.0,2763.0,78578.0,0.2228750500188351,22.758641986359,5687236
1,19.0,7.0,7.0,10.0,0.3344975128769875,26.4,5970843
2,139.0,49.0,46.0,68.0,0.24824135124251465,17.246376811594207,5970843
3,1384.0,291.0,257.0,827.0,0.2754940565120286,18.141025641025642,5970843
1,26.0,12.0,13.0,16.0,0.2709482219070196,16.5625,5532437
2,100.0,29.0,28.0,42.0,0.2599280622342359,17.73913043478261,5532437
3,226.0,60.0,52.0,128.0,0.21272563186548926,20.036496350364963,5532437
1,6.0,3.0,3.0,3.0,0.2646186302105586,12.666666666666664,5261582
2,30.0,14.0,14.0,16.0,0.17209784290753305,13.0625,5261582
3,261.0,85.0,84.0,165.0,0.234462591942656,17.603174603174605,5261582
1,11.0,4.0,5.0,4.0,0.26500640809535986,13.0,6029956
2,5.0,1.0,1.0,1.0,0.2258596867322921,23.0,6029956
3,,,,,,,6029956
1,2.0,1.0,1.0,1.0,0.11148707568645476,20.0,4905236
2,55.0,18.0,18.0,38.0,0.19568515377931106,21.71794871794872,4905236
3,480.0,98.0,93.0,333.0,0.20814384538538128,18.338422391857506,4905236
1,10.0,4.0,4.0,4.0,0.29073284193873405,12.0,5286340
2,66.0,19.0,17.0,26.0,0.2697565635809532,14.769230769230768,5286340
3,689.0,62.0,58.0,408.0,0.219491948613519,16.86573511543135,5286340
1,6.0,3.0,3.0,3.0,0.2994203766187032,15.333333333333336,5819810
2,7.0,3.0,3.0,5.0,0.3212694346904755,14.2,5819810
3,13.0,2.0,2.0,10.0,0.41490579545497897,17.9,5819810
1,29.0,11.0,14.0,13.0,0.2559656718602547,33.69230769230769,5757286
2,470.0,122.0,116.0,216.0,0.20438260965927588,21.699186991869922,5757286
3,5343.0,820.0,534.0,3795.0,0.2229115552411976,21.212239975881825,5757286
1,12.0,5.0,5.0,17.0,0.11832488350131933,12.882352941176471,5012259
2,54.0,20.0,19.0,33.0,0.2684748086965445,18.818181818181817,5012259
3,524.0,109.0,93.0,374.0,0.2728730671558163,19.37090163934426,5012259
1,22.0,9.0,8.0,17.0,0.3404163499088848,16.352941176470587,5646902
2,213.0,60.0,41.0,111.0,0.2790648454292254,18.063636363636363,5646902
3,1614.0,192.0,152.0,1338.0,0.2488324319645237,28.662550403225808,5646902
1,5.0,3.0,3.0,3.0,0.12269588311513265,18.33333333333333,5510083
2,38.0,15.0,13.0,21.0,0.20745890587568286,18.761904761904766,5510083
3,57.0,17.0,14.0,26.0,0.2996390022337437,19.33333333333333,5510083
1,5.0,3.0,3.0,3.0,0.26606888820727664,10.0,4268148
2,12.0,3.0,3.0,4.0,0.1665524011477828,10.75,4268148
3,60.0,18.0,14.0,35.0,0.24176229588273496,14.805555555555555,4268148
1,6.0,3.0,3.0,3.0,0.2180978705485662,14.666666666666664,6113692
2,8.0,3.0,3.0,4.0,0.2957737386226654,15.8,6113692
3,6.0,3.0,3.0,6.0,0.2234439825018247,17.166666666666668,6113692
1,33.0,15.0,15.0,16.0,0.2819689130410552,18.6875,5975369
2,143.0,60.0,58.0,76.0,0.2789513575115118,18.349397590361445,5975369
3,847.0,284.0,245.0,509.0,0.24537045256768905,16.265474552957357,5975369
1,13.0,5.0,5.0,7.0,0.254622968179839,15.571428571428573,5749416
2,36.0,14.0,14.0,18.0,0.24942139387130735,29.65,5749416
3,105.0,36.0,28.0,81.0,0.24793316297233106,26.44,5749416
1,22.0,7.0,5.0,11.0,0.1997416229410605,11.909090909090908,6215517
2,79.0,21.0,18.0,41.0,0.18258455611596053,16.045454545454547,6215517
3,1255.0,164.0,142.0,1175.0,0.3116550343856248,16.284862172805187,6215517
1,24.0,11.0,6.0,16.0,0.2460000501014292,19.125,5199001
2,221.0,56.0,54.0,180.0,0.24672345520712394,20.96132596685083,5199001
3,3039.0,336.0,253.0,3619.0,0.23591979228833485,20.614472327260227,5199001
1,14.0,8.0,8.0,11.0,0.21525644849647171,22.363636363636363,5664200
2,96.0,22.0,21.0,41.0,0.2738353207707405,18.11111111111111,5664200
3,461.0,88.0,74.0,225.0,0.22130920768064336,18.561946902654867,5664200
1,8.0,3.0,3.0,4.0,0.3094926401972771,34.5,5152227
2,66.0,24.0,23.0,39.0,0.23719583614132345,17.58974358974359,5152227
3,685.0,179.0,167.0,506.0,0.2281668180224127,21.8885754583921,5152227
1,6.0,2.0,2.0,2.0,0.43370574712753296,19.5,4463281
2,15.0,6.0,6.0,7.0,0.34737026265689297,15.0,4463281
3,139.0,32.0,28.0,75.0,0.2777412531161031,16.058139534883722,4463281
1,8.0,5.0,4.0,4.0,0.30283845961093897,14.25,5460691
2,109.0,28.0,26.0,47.0,0.2671938205653049,19.48936170212766,5460691
3,661.0,94.0,76.0,330.0,0.23094478910636215,21.751366120218577,5460691
1,6.0,3.0,3.0,3.0,0.2823745210965474,12.333333333333336,4260134
2,16.0,4.0,4.0,4.0,0.19582555955275893,15.5,4260134
3,10.0,2.0,2.0,4.0,0.2397431284189224,27.25,4260134
1,11.0,3.0,4.0,8.0,0.17514386400580406,19.875,4300281
2,72.0,21.0,21.0,33.0,0.23587391049497655,15.305555555555555,4300281
3,687.0,147.0,140.0,405.0,0.24629303931633134,17.19217081850534,4300281
1,5.0,4.0,6.0,11.0,0.3007288602265445,16.90909090909091,5975287
2,19.0,7.0,7.0,12.0,0.3397774877292769,21.857142857142854,5975287
3,125.0,30.0,29.0,99.0,0.3545199379251145,27.19306930693069,5975287
1,22.0,9.0,9.0,9.0,0.32721288833353257,14.222222222222221,4336810
2,339.0,98.0,91.0,193.0,0.2442893949666559,21.363636363636363,4336810
3,13375.0,2061.0,1180.0,16194.0,0.2457479397769865,22.669716693393703,4336810
1,5.0,4.0,4.0,4.0,0.2005270309746265,14.0,4593467
2,34.0,14.0,16.0,18.0,0.2449707143008709,13.6,4593467
3,1301.0,273.0,232.0,1247.0,0.2289638003012999,21.07241841752347,4593467
1,8.0,5.0,5.0,5.0,0.2517704159021378,31.2,6148317
2,37.0,13.0,11.0,27.0,0.26845386293199325,26.51851851851852,6148317
3,173.0,38.0,33.0,159.0,0.34089144228145163,20.33510638297872,6148317
1,5.0,3.0,3.0,3.0,0.3770990769068401,13.666666666666664,5748056
2,43.0,15.0,17.0,25.0,0.253120276927948,25.72,5748056
3,547.0,122.0,101.0,446.0,0.46489857561253795,22.416500597847747,5748056
1,9.0,5.0,3.0,5.0,0.3136249303817749,7.8,4280149
2,86.0,18.0,14.0,36.0,0.3038666789468966,14.657894736842106,4280149
3,1001.0,183.0,141.0,723.0,0.22952876966069075,20.57162162162162,4280149
1,15.0,3.0,3.0,3.0,0.3572122454643249,16.0,4287312
2,26.0,8.0,8.0,9.0,0.26095480885770583,20.0,4287312
3,138.0,14.0,14.0,53.0,0.3473728133260079,17.528301886792452,4287312
1,21.0,8.0,7.0,11.0,0.4246303791349584,31.45454545454545,4725432
2,118.0,38.0,37.0,67.0,0.3553400275962693,17.67142857142857,4725432
3,1752.0,317.0,271.0,1324.0,0.4708688263293158,20.8787023977433,4725432
1,51.0,7.0,6.0,7.0,0.22608524560928345,16.857142857142858,5075308
2,193.0,32.0,30.0,68.0,0.20916037879099966,16.776315789473685,5075308
3,557.0,73.0,62.0,274.0,0.2783102981862009,19.523316062176164,5075308
1,5.0,2.0,3.0,6.0,0.2299686993161837,11.0,4153126
2,54.0,24.0,23.0,31.0,0.2785239421269473,14.941176470588234,4153126
3,1018.0,248.0,232.0,647.0,0.22133698651160397,18.527131782945734,4153126
1,31.0,11.0,12.0,15.0,0.22197301189104715,18.266666666666666,4772273
2,160.0,54.0,53.0,91.0,0.2614586028329869,21.585106382978722,4772273
3,3650.0,622.0,506.0,3073.0,0.22862173718210724,19.55250403877221,4772273
1,19.0,6.0,6.0,6.0,0.26380729861557484,20.166666666666668,5775121
2,163.0,46.0,45.0,69.0,0.2038308947846509,17.89855072463768,5775121
3,661.0,195.0,180.0,521.0,0.2829127762037936,19.456479690522247,5775121
1,1.0,1.0,1.0,1.0,0.1296667456626892,6.0,5585886
2,16.0,3.0,3.0,5.0,0.2023359566926956,18.6,5585886
3,28.0,5.0,5.0,11.0,0.1555187925696373,25.0,5585886
1,21.0,10.0,9.0,8.0,0.3188799321651459,5.75,4407486
2,45.0,16.0,15.0,19.0,0.2989546974238597,17.368421052631582,4407486
3,185.0,53.0,45.0,97.0,0.2820294221567216,17.981308411214954,4407486
1,13.0,9.0,9.0,11.0,0.2719552909786051,20.90909090909091,6270007
2,64.0,28.0,26.0,40.0,0.2950662104067979,16.833333333333332,6270007
3,415.0,135.0,124.0,320.0,0.27291486897030826,17.645879732739424,6270007
1,3.0,3.0,3.0,3.0,0.2347076733907064,13.666666666666664,4490998
2,36.0,24.0,24.0,23.0,0.2926303202455694,17.227272727272727,4490998
3,314.0,117.0,117.0,247.0,0.2875981649037364,18.069767441860467,4490998
1,8.0,2.0,2.0,5.0,0.16548313796520234,21.0,5865533
2,50.0,21.0,21.0,32.0,0.2275650882058673,16.02777777777778,5865533
3,230.0,82.0,78.0,141.0,0.24848258355632424,17.94375,5865533
1,21.0,4.0,5.0,10.0,0.3078405141830444,15.8,5635103
2,64.0,18.0,17.0,31.0,0.3396738109088713,18.032258064516128,5635103
3,236.0,60.0,56.0,133.0,0.2845913856755942,19.35,5635103
1,,,,,,,5197201
2,25.0,9.0,9.0,11.0,0.2995032099160281,25.181818181818183,5197201
3,261.0,76.0,68.0,145.0,0.2636883282376563,18.534313725490197,5197201
1,17.0,6.0,6.0,8.0,0.3182840198278427,10.5,4193001
2,216.0,41.0,44.0,92.0,0.2689054840233889,19.43820224719101,4193001
3,5273.0,757.0,548.0,4773.0,0.23746531167649926,20.923610442153933,4193001
1,25.0,8.0,8.0,12.0,0.20398849869767824,25.41666666666667,5812954
2,368.0,107.0,84.0,292.0,0.16223340521294935,23.277777777777782,5812954
3,5446.0,808.0,490.0,4422.0,0.2290525195365049,21.00763461023306,5812954
1,11.0,2.0,2.0,4.0,0.17903251945972445,17.75,5779229
2,6.0,1.0,1.0,2.0,0.2652925029397011,20.0,5779229
3,18.0,7.0,8.0,19.0,0.2873090331753095,15.541666666666664,5779229
1,26.0,9.0,11.0,12.0,0.3834132899840673,11.333333333333336,4986879
2,180.0,48.0,41.0,105.0,0.33250838294625285,15.081818181818182,4986879
3,3059.0,226.0,191.0,2499.0,0.26424302855096554,17.66952109102442,4986879
1,20.0,4.0,4.0,5.0,0.1338179215788841,11.4,5190862
2,86.0,15.0,18.0,49.0,0.26910442143678664,15.68,5190862
3,195.0,26.0,20.0,90.0,0.3510536358243864,14.15267175572519,5190862
1,5.0,2.0,2.0,3.0,0.22379281123479208,10.333333333333334,4163383
2,37.0,15.0,15.0,18.0,0.27374253587590325,16.944444444444443,4163383
3,743.0,246.0,213.0,572.0,0.238732791253108,20.42686170212766,4163383
1,6.0,2.0,2.0,2.0,0.3237511888146401,32.0,4293250
2,11.0,5.0,5.0,9.0,0.19553159342871773,11.111111111111109,4293250
3,40.0,15.0,14.0,22.0,0.3084901396347129,16.391304347826086,4293250
1,13.0,5.0,5.0,5.0,0.365300452709198,9.0,5222350
2,8.0,2.0,3.0,4.0,0.4143277853727341,17.0,5222350
3,43.0,14.0,14.0,22.0,0.3451711194446453,16.26923076923077,5222350
1,50.0,23.0,22.0,41.0,0.2009434609151468,24.34146341463415,5399351
2,555.0,133.0,119.0,319.0,0.2787320920421432,20.419444444444444,5399351
3,5245.0,826.0,589.0,5177.0,0.28052931149579746,19.415453970262575,5399351
1,2.0,1.0,1.0,2.0,0.2794888764619827,6.5,5487664
2,17.0,9.0,6.0,13.0,0.3469181296726068,17.833333333333332,5487664
3,174.0,64.0,54.0,106.0,0.3558093036096808,19.644549763033176,5487664
