id,num_edge,num_patents,edge_density,unq_assignees,unq_inventors,unq_loc,avg_claims,avg_sim
5739832,672,408,1.6470588235294117,91,486,90,14.870098039215685,0.3405995266955523
5792012,3,3,1.0,3,8,3,15.333333333333334,0.28434354066848755
6237766,584,402,1.4527363184079602,161,740,148,18.66915422885572,0.21531443993803367
5007855,204,191,1.068062827225131,64,234,60,14.13089005235602,0.20757324726996468
5893706,492,354,1.3898305084745763,100,445,92,16.449152542372882,0.2926350240586174
4566302,1,1,1.0,1,1,1,5.0,0.16004276275634766
5469590,590,303,1.9471947194719472,131,462,128,18.844884488448844,0.3164525060961812
5510592,37,29,1.2758620689655173,11,46,13,14.448275862068966,0.21633514157823613
4756855,89,80,1.1125,47,114,44,17.4625,0.21249106593346329
5047256,17,17,1.0,9,42,10,21.235294117647058,0.33301222674986897
4757091,278,186,1.4946236559139785,33,263,31,15.74731182795699,0.3084499398983425
5097908,204,121,1.6859504132231404,24,113,26,15.818181818181818,0.32063249454778786
5586333,7463,5748,1.2983646485734168,786,7833,515,19.708827634333566,0.21660407719666752
5330075,3092,884,3.497737556561086,285,1149,242,19.511312217194572,0.32814873191410554
4661568,1073,420,2.5547619047619046,157,671,128,24.307875894988065,0.36353105676724107
5777296,129,126,1.0238095238095237,76,267,76,19.0,0.23286537465083507
6290506,218,191,1.1413612565445026,66,274,70,17.895287958115183,0.24634907421989177
4151896,566,452,1.252212389380531,150,589,132,18.727272727272727,0.2811660245488737
5554765,95,71,1.3380281690140845,15,80,24,16.732394366197184,0.2346788341277524
5386741,120122,6905,17.39637943519189,1073,6878,727,18.51885697708152,0.25809397914081234
5649728,30,29,1.0344827586206897,23,44,21,18.586206896551722,0.22306722899278006
4776529,319,275,1.16,106,423,101,17.17216117216117,0.2029926373526968
6224494,1127,509,2.2141453831041256,33,317,32,19.339882121807467,0.35322902559863856
5633787,1113,1021,1.090107737512243,277,1224,207,16.893909626719058,0.20015319629998246
5560696,1611,975,1.6523076923076923,247,1449,192,20.758230452674898,0.2378770449643343
4707951,3329,1840,1.8092391304347826,541,2721,437,19.000544959128064,0.2131633656033695
4455980,669,581,1.1514629948364887,137,1029,137,17.355172413793102,0.27034095909463185
6177440,89,62,1.435483870967742,21,127,22,22.596774193548388,0.31877578673570345
5941189,190,142,1.3380281690140845,64,229,61,19.85211267605634,0.2963384033621926
5475858,17429,10614,1.6420765027322404,1213,13212,659,20.63691262502359,0.21081086063268495
4688711,284,165,1.7212121212121212,78,215,80,16.866666666666667,0.2635892929548634
5506340,71,67,1.0597014925373134,39,117,33,16.52238805970149,0.29881984341732215
5052413,1642,678,2.421828908554572,103,780,87,19.12130177514793,0.27703645796799775
4871892,570,430,1.3255813953488371,219,752,196,19.016317016317018,0.2565902413048765
6321959,39,31,1.2580645161290323,29,54,27,19.483870967741936,0.24326205463745657
4616277,2106,1437,1.465553235908142,273,2025,207,18.88362369337979,0.2617712787847378
5644713,23820,13490,1.765752409191994,1452,16342,676,22.019173602853744,0.20236679569643334
5658754,9651,2831,3.4090427410808903,503,3486,315,20.71180432470755,0.3453602465492109
6028384,364,345,1.055072463768116,67,313,65,14.956521739130435,0.10465148408963744
4596925,4648,3375,1.3771851851851853,1093,5042,738,21.821290514421648,0.22758267485910286
4400304,307,246,1.2479674796747968,115,399,107,18.203252032520325,0.27469104802666733
5790169,22,22,1.0,15,42,12,17.476190476190474,0.19819972257722507
4398879,54,38,1.4210526315789473,18,43,18,14.631578947368421,0.1981679451720858
6277436,9234,4086,2.2599118942731278,449,4756,303,18.099509803921567,0.3077638037238489
5516421,147,110,1.3363636363636364,30,251,28,21.472727272727273,0.3317629988907146
6139892,250,101,2.4752475247524752,56,208,53,18.03960396039604,0.36261243258416653
5747936,689,491,1.4032586558044806,106,716,92,20.971370143149283,0.28855977577923736
6067006,799,426,1.875586854460094,127,613,119,19.335680751173708,0.19957632155569086
5765220,56,53,1.0566037735849056,13,83,13,20.849056603773583,0.2357004008122853
6163047,67,52,1.2884615384615385,20,125,16,17.423076923076923,0.3164387667801843
4638820,2499,650,3.8446153846153845,115,737,102,19.90292758089368,0.24200939957732506
5820198,242,184,1.315217391304348,66,426,61,13.793478260869565,0.2837211820951178
5579663,3606,1349,2.6730911786508527,190,994,182,16.34521158129176,0.2871521396600681
4291327,13194,6280,2.1009554140127387,744,6827,516,19.838010204081634,0.2771539481441688
4970202,74,25,2.96,5,41,5,14.04,0.3823487714335725
5221864,1275,1080,1.1805555555555556,259,1504,190,17.808333333333334,0.25070786698556996
4847609,1724,1019,1.691854759568204,220,1096,195,20.009861932938858,0.2491047879418449
5713337,1,1,1.0,1,3,1,28.0,0.08858795464038849
6052374,366,326,1.1226993865030674,85,402,79,28.506134969325153,0.237295964323086
5652300,186,167,1.1137724550898203,60,330,61,19.790419161676645,0.2771627666248429
5136381,1586,1046,1.5162523900573615,218,1063,176,20.824442289039766,0.27320339273741234
5490028,2204,971,2.269824922760041,140,1408,123,18.37178166838311,0.2786832661887702
4384161,2253,1379,1.6337926033357506,313,2168,250,19.9934735315446,0.3672326288040921
5686544,1044,538,1.9405204460966543,211,983,184,17.77467411545624,0.3037593310450871
4295106,219,61,3.5901639344262297,28,86,28,20.262295081967213,0.262982306134415
5786623,915,748,1.2232620320855614,143,806,128,17.838926174496645,0.2782186201330824
5686254,19,19,1.0,5,44,5,25.526315789473685,0.23188354820013046
5032780,4445,3298,1.3477865372953306,877,4689,631,18.748168498168496,0.22202421572159964
4212310,471,292,1.6130136986301369,47,425,39,19.44178082191781,0.3255051822735752
6190173,641,464,1.3814655172413792,163,851,129,22.93073593073593,0.22700133975217476
5816802,3878,1366,2.8389458272327963,310,1547,267,21.563743551952836,0.29559467633156095
6037591,134,83,1.6144578313253013,38,148,35,17.096385542168676,0.3326855341889965
6267169,126,58,2.1724137931034484,23,92,25,18.913793103448278,0.31358059205942684
5341641,1544,1130,1.3663716814159292,207,1770,204,17.012444444444444,0.2840300224301613
5947968,6471,1651,3.919442761962447,259,1692,234,19.772727272727273,0.31810201379036046
5173354,1179,783,1.5057471264367817,211,1211,171,18.52112676056338,0.26776227700832894
6073331,24,21,1.1428571428571428,4,39,5,7.0476190476190474,0.3669636143992345
4357596,12871,6747,1.9076626648880983,1089,6863,712,21.12486992715921,0.20760859664612222
4275737,16723,6463,2.5874980659136626,594,4444,438,21.806661502711076,0.2655865998323073
4860173,413,380,1.0868421052631578,132,607,123,15.941798941798941,0.2593382809662934
5633172,2010,1253,1.6041500399042299,216,1240,168,19.7728,0.25341277394480816
6094608,1269,838,1.5143198090692125,162,1370,151,19.485611510791365,0.27023000247377266
5782885,9928,3253,3.0519520442668306,414,2837,293,20.524615384615384,0.2697929061740499
6325115,141,73,1.9315068493150684,43,160,41,19.52777777777778,0.20135803609188144
4393118,61,57,1.0701754385964912,27,102,28,15.303571428571429,0.23520889282837265
5010749,811,520,1.5596153846153846,226,782,216,16.640232108317214,0.2367488358941494
4959975,606,491,1.234215885947047,183,755,184,18.825819672131146,0.22462205917316277
5025647,194,127,1.5275590551181102,75,188,74,15.857142857142858,0.2558144241110566
5274259,1211,836,1.4485645933014355,104,982,99,20.210526315789473,0.2438328217170536
4585109,549,335,1.6388059701492537,142,593,134,15.691842900302115,0.2642864568298089
4636021,4491,3351,1.3401969561324978,715,4620,493,17.01619676064787,0.23153943216079692
4197238,1267,685,1.8496350364963503,190,956,140,20.494890510948906,0.23649209871558854
5225101,20,17,1.1764705882352942,13,34,11,12.529411764705882,0.26658342853188516
6105322,214,123,1.7398373983739837,53,233,51,19.173553719008265,0.2410286326030983
4145506,2571,1874,1.371931696905016,369,2209,262,21.114270386266096,0.26020206824178327
5038661,641,487,1.3162217659137576,109,505,93,20.324380165289256,0.21601280914372567
4306504,4,4,1.0,2,6,2,27.25,0.25897497683763504
6049364,3518,2023,1.7390014829461196,231,1946,200,19.73837784371909,0.25381878703978755
4641695,54,44,1.2272727272727273,14,71,13,13.363636363636363,0.31700757835750226
5036208,674,480,1.4041666666666666,128,722,103,18.1875,0.24267389965506175
5271406,4304,1912,2.2510460251046025,395,2226,310,20.681508643268728,0.24877887490382553
