root,combination,inventor,assignee,location
4409344,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4409344,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4409344,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4722689,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4722689,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4722689,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4585478,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4585478,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4585478,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5179398,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5179398,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5179398,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6101000,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6101000,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6101000,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4902922,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4902922,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4902922,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5400586,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5400586,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5400586,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6178830,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6178830,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6178830,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4972559,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4972559,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4972559,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6268950,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6268950,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6268950,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5697559,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5697559,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5697559,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4196374,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4196374,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4196374,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4679705,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4679705,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4679705,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4933662,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4933662,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4933662,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5918756,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5918756,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5918756,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5625899,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5625899,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5625899,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5294124,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5294124,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5294124,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5417006,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5417006,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5417006,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4214830,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4214830,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4214830,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4421681,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4421681,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4421681,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4937778,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4937778,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4937778,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4925492,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4925492,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4925492,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4765754,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4765754,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4765754,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5464124,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5464124,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5464124,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5865533,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5865533,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5865533,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5853245,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5853245,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5853245,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4380745,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4380745,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4380745,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6289482,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6289482,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6289482,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5288010,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5288010,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5288010,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4493394,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4493394,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4493394,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4616277,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4616277,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4616277,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6039637,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6039637,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6039637,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6037591,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6037591,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6037591,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6021209,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6021209,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6021209,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4423770,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4423770,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4423770,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5832796,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5832796,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5832796,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5464157,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5464157,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5464157,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5935199,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5935199,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5935199,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4864097,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4864097,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4864097,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5232738,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5232738,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5232738,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5374049,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5374049,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5374049,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5765220,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5765220,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5765220,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4638820,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4638820,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4638820,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5707877,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5707877,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5707877,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6092903,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6092903,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6092903,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4657256,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4657256,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4657256,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5187685,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5187685,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5187685,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5173354,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5173354,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5173354,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4886628,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4886628,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4886628,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4253803,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4253803,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4253803,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4268148,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4268148,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4268148,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6070393,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6070393,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6070393,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5683322,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5683322,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5683322,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5658754,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5658754,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5658754,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6084741,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6084741,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6084741,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5107846,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5107846,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5107846,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4262023,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4262023,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4262023,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4169862,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4169862,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4169862,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6148233,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6148233,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6148233,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4278409,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4278409,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4278409,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5605515,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5605515,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5605515,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4186254,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4186254,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4186254,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5034131,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5034131,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5034131,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5482645,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5482645,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5482645,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4720789,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4720789,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4720789,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5177494,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5177494,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5177494,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4823192,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4823192,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4823192,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4282520,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4282520,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4282520,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6033562,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6033562,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6033562,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4839581,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4839581,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4839581,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4393118,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4393118,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4393118,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6197406,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6197406,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6197406,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4653214,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4653214,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4653214,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5007523,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5007523,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5007523,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5388452,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5388452,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5388452,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4571299,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4571299,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4571299,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4552872,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4552872,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4552872,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5314729,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5314729,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5314729,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6080683,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6080683,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6080683,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5036208,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5036208,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5036208,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5757107,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5757107,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5757107,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6043828,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6043828,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6043828,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4880569,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4880569,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4880569,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5957818,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5957818,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5957818,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4548795,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4548795,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4548795,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4407486,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4407486,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4407486,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5114049,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5114049,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5114049,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4661443,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4661443,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4661443,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4804804,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4804804,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4804804,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4722884,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4722884,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4722884,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4186311,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4186311,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4186311,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4677836,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4677836,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4677836,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5918926,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5918926,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5918926,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5228752,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5228752,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5228752,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6144209,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6144209,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6144209,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6277329,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6277329,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6277329,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4583634,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4583634,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4583634,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5155028,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5155028,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5155028,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5779672,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5779672,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5779672,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6148317,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6148317,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6148317,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5423331,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5423331,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5423331,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6154471,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6154471,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6154471,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5077223,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5077223,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5077223,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6105322,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6105322,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6105322,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5429489,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5429489,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5429489,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6308084,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6308084,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6308084,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4737270,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4737270,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4737270,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4405504,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4405504,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4405504,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4512001,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4512001,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4512001,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4702466,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4702466,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4702466,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4591877,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4591877,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4591877,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6295816,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6295816,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6295816,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5177609,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5177609,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5177609,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5345544,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5345544,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5345544,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5792012,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5792012,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5792012,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4860173,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4860173,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4860173,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5261582,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5261582,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5261582,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4931854,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4931854,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4931854,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4436240,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4436240,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4436240,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4905236,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4905236,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4905236,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6285589,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6285589,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6285589,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6078742,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6078742,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6078742,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6267169,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6267169,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6267169,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6093090,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6093090,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
