from,to
5560,1123
3678,2844
2844,1980
3678,1980
4874,4434
2489,1961
1216,735
3442,143
3983,3442
3983,143
2844,1920
3317,684
2282,684
3317,2282
2734,2282
5167,290
435,290
5107,290
5167,435
5167,5107
5107,435
4061,3764
5452,3764
3764,3440
3764,1028
3764,2735
3440,2735
2735,1028
5452,2735
4061,2735
4061,3440
3440,1028
5452,3440
5452,4061
5452,1028
4061,1028
4814,574
5015,4193
4193,1036
5586,4193
5481,4193
5586,1036
5481,1036
5015,1036
5481,5015
5586,5481
5586,5015
3978,2573
4585,3978
3978,3726
3978,2963
2963,2573
3726,2573
4585,2573
3726,2963
4585,3726
4585,2963
4884,1452
1452,357
4825,1452
4884,4825
4825,357
4884,357
3603,960
3603,3373
3373,960
2332,2082
2332,1443
2332,1594
1594,1443
2082,1443
2082,1594
4235,2115
4235,1500
4235,2393
4235,1487
2393,1500
2115,1500
1500,1487
2115,1487
2393,1487
2393,2115
1594,1581
1581,1443
4532,4506
2296,522
2296,1400
2296,1907
2296,1259
2296,1214
1907,1259
1907,522
1907,1400
1907,1214
1400,1259
1400,1214
1400,522
1214,522
1259,522
1259,1214
530,299
4157,530
4157,299
4029,2687
2687,1680
4029,1680
4671,3259
4483,3259
4553,3259
4671,4483
4553,4483
4671,4553
2856,1534
2856,2125
2125,1534
3535,1452
4825,3535
5516,3221
4229,3221
5516,4229
1473,920
2390,1564
1679,734
2734,1679
2547,1679
2547,734
2734,2547
2734,734
2907,2223
4493,1663
5386,4493
3686,3300
4324,71
4202,1849
4199,1849
4202,4199
3410,2844
3410,1920
1920,1875
2844,1875
3221,823
4229,823
5516,823
5450,971
5093,4137
1952,1461
5120,1663
1663,927
5120,2236
2236,927
5120,927
4167,685
685,548
3685,685
4167,3685
3685,548
4167,548
5012,2959
2580,2001
2580,1613
4783,2580
2580,1731
2580,2564
4783,2564
2564,1731
2564,2001
2564,1613
2001,1731
4783,2001
2001,1613
4783,1613
4783,1731
1731,1613
3573,871
4688,871
4688,3573
5317,4321
4321,1958
5317,1958
5317,1663
1958,1663
5121,2931
3894,2931
2931,1068
5121,1068
3894,1068
5121,3894
4249,1890
4296,4249
4249,2954
4249,3522
4296,3522
4296,2954
4296,1890
3522,1890
3522,2954
2954,1890
2047,62
2762,2047
2762,62
1268,964
2472,1268
1268,734
1679,1268
2472,964
2472,1679
2734,2472
2472,734
964,734
1679,964
2734,964
4766,2486
4766,3695
4766,1591
2486,1591
3695,1591
3695,2486
5386,4099
4099,1809
4099,1958
5386,1809
5386,1958
1958,1809
5265,4871
4871,1864
5265,1864
5560,4327
4591,4327
5437,4327
5560,5437
5560,4591
5437,4591
2967,1060
3497,429
832,429
3497,832
3198,542
2281,542
3198,2281
3651,3259
3259,1680
3259,2469
3259,2551
3259,2687
3259,1433
4029,3259
3259,2295
3259,260
3259,1705
4029,1433
4029,2551
4029,2469
4029,3651
4029,2295
4483,4029
4029,260
4029,1705
2687,1433
2469,1433
1680,1433
3651,1433
1433,260
1705,1433
2295,1433
4483,1433
2551,1433
3651,2295
3651,2469
3651,2687
3651,2551
4483,3651
3651,260
3651,1680
3651,1705
2551,1705
2469,1705
2687,1705
1705,1680
1705,260
2295,1705
4483,1705
2469,2295
2295,260
4483,2295
2295,1680
2551,2295
2687,2295
2551,1680
2551,2469
2687,2551
2551,260
4483,2551
4483,260
4483,1680
4483,2687
4483,2469
2687,2469
2469,1680
2469,260
1680,260
2687,260
2099,1468
1468,903
3469,1468
2099,903
3469,2099
3469,903
5265,1332
5265,1502
1502,1332
3637,3563
2383,1173
4321,2973
4321,341
4321,658
4493,4321
4321,2681
4321,3960
5317,3960
5317,2681
5317,2973
5317,658
5317,4493
5317,341
5386,5317
5317,1461
5317,1123
4493,3960
3960,1663
5386,3960
3960,2973
3960,658
3960,1123
3960,1461
3960,2681
3960,341
4493,2681
2681,341
2681,1461
2973,2681
2681,658
2681,1123
5386,2681
2681,1663
2973,1663
1663,658
1663,341
5386,658
5386,341
5386,2973
2973,1461
4493,1461
1461,341
1461,658
1123,658
658,341
4493,658
2973,658
4493,2973
2973,341
2973,1123
4493,341
1123,341
4493,1123
2874,2538
3726,492
2963,492
3978,492
4585,492
5462,2953
4560,2953
5462,4560
4821,1920
4821,2914
4821,2844
2914,2844
2914,1920
714,387
3414,714
4106,3414
4106,387
3414,387
4554,177
4606,1983
1983,255
4606,3694
4606,255
3694,255
3412,2908
4926,3412
3412,1145
3412,1994
3412,324
2908,324
2908,1145
2908,1994
4926,2908
1994,324
4926,324
1145,324
4926,1994
4926,1145
1994,1145
4434,3196
4874,3196
3277,2854
3277,843
5001,3277
3839,3277
3277,28
2854,843
3839,2854
5001,2854
2854,28
3839,843
3839,28
5001,3839
5001,28
843,28
5001,843
5238,1663
5386,5238
5238,3891
5238,4321
5386,3891
3891,1663
4321,3891
3297,2322
4464,2441
4506,4464
4464,1750
4506,2441
2441,1750
4506,1750
5504,1890
1890,902
1890,1850
4249,1850
5504,4249
4249,902
5504,1850
1850,902
5504,902
3297,13
2322,13
2038,13
2322,2038
3297,2038
3726,1032
1032,492
4585,1032
3978,1032
5491,1992
4256,2047
4256,62
5509,2763
4167,2763
5509,4167
1864,241
5265,241
4871,241
3217,2834
5333,668
1958,1838
1964,1838
2520,1838
1838,400
1838,1698
1908,1838
2788,1838
2788,1698
1908,1698
2520,1698
1958,1698
1964,1698
1698,400
1958,400
2520,1958
1958,1908
2788,1958
1964,1958
2520,400
2788,2520
2520,1908
2520,1964
1908,400
1964,1908
2788,1908
1964,400
2788,1964
2788,400
5238,1461
5238,1123
5317,5238
5032,4321
4392,972
4392,3007
4392,2424
3007,972
2424,972
3007,2424
3781,2944
3781,483
3781,2748
2748,483
2944,483
2944,2748
5512,4142
5512,3371
4142,3371
1680,982
3166,1320
3891,658
5435,4457
3990,837
4744,3990
4744,837
5182,4345
4913,4322
4322,2382
4322,1522
4322,3967
4913,2382
2382,1522
3967,2382
4913,3967
3967,1522
4913,1522
3881,2912
4560,2912
2912,2058
4560,2058
4560,3881
3881,2058
5418,3217
812,714
3187,1514
3187,300
1514,300
3916,450
3967,3808
3808,2408
3967,2408
2715,735
4090,2014
4121,4090
4121,2014
3197,955
2844,1322
1920,1322
3280,2364
2364,227
4962,2364
4589,2364
4589,227
3280,227
4962,227
4962,3280
4962,4589
4589,3280
4660,1675
3665,1675
3126,1675
1675,1328
1675,1388
3126,1388
4660,1388
3665,1388
1388,1328
3665,1328
4660,1328
3126,1328
4660,3126
4660,3665
3665,3126
3840,1748
4440,1748
4440,3840
4871,4006
4871,1502
5013,4871
4871,1427
1502,1427
5013,1502
4006,1502
5265,1427
5013,1427
4006,1427
5265,4006
5013,4006
5265,5013
4167,2296
2296,548
548,522
4167,522
3217,1414
3217,1398
1414,1398
4466,3932
4466,4030
4466,3523
5046,4466
3932,3523
4030,3932
5046,3932
4030,3523
5046,3523
5046,4030
5601,5028
5158,5028
5028,3426
5601,3426
5158,3426
5601,5158
1837,262
2367,1837
2367,262
3611,72
3611,2872
3611,379
3611,3070
3611,687
2872,72
379,72
687,72
3070,72
3070,2872
2872,379
2872,687
3070,687
3070,379
687,379
5398,2479
5398,2073
5398,697
2073,697
2479,697
2479,2073
5370,2856
2440,1173
3925,375
3925,2533
2533,375
4961,2948
5332,1894
1894,912
5332,912
3686,1346
3300,1346
5556,2312
2312,470
5556,470
5572,4853
5572,2067
5572,5017
5572,4107
5017,4853
4853,4107
4853,2067
5017,4107
5017,2067
4107,2067
3640,1748
1913,1748
2973,1748
4780,1748
1748,658
2563,1748
2681,1748
4780,2563
2973,2563
2563,1913
3640,2563
2563,658
2681,2563
3640,1913
2973,1913
1913,658
2681,1913
4780,1913
4780,2681
3640,2681
4780,2973
3640,2973
4780,3640
4780,658
3640,658
4461,2950
4461,3476
3476,2950
2414,838
4916,838
4916,2414
4685,1876
3296,1094
2999,1979
1979,1649
1979,653
1649,653
2999,653
2999,1649
2135,1862
1862,666
2135,666
4275,2205
3178,2205
2205,664
2205,1916
2205,859
2205,1546
4275,1916
3178,1916
1916,859
1916,664
1916,1546
3178,859
4275,3178
3178,664
3178,1546
4275,859
1546,859
859,664
4275,1546
1546,664
4275,664
2008,1266
1717,1266
1370,1266
1266,1008
1266,529
2008,1717
1717,1008
1717,1370
1717,529
1370,529
1008,529
2008,529
2008,1008
1370,1008
2008,1370
4959,3997
4298,2622
4298,2606
2622,2606
1465,1153
3158,547
5461,649
5314,97
3072,97
2864,97
544,97
4127,97
4895,97
1671,97
5314,4127
5314,2864
5314,1671
5314,3072
5314,4895
5314,544
4127,3072
4127,2864
4127,544
4895,4127
4127,1671
4895,3072
3072,2864
3072,1671
3072,544
4895,1671
4895,2864
4895,544
2864,1671
2864,544
1671,544
5288,2501
2597,2501
3390,2501
5288,2597
5288,3390
3390,2597
2474,1686
3769,1686
3769,2474
4365,4143
4365,865
4365,1823
4365,1143
4365,1285
1143,865
4143,865
1823,865
1285,865
4143,1823
4143,1285
4143,1143
1823,1285
1285,1143
1823,1143
5459,2467
5459,327
5459,168
5459,2637
5459,4221
2637,168
327,168
2467,168
4221,168
2637,2467
2467,327
4221,2467
4221,2637
4221,327
2637,327
1673,795
1682,1673
4205,1673
4205,1682
4205,795
1682,795
4882,3542
5399,3542
5399,4882
3121,2339
5468,3835
5468,1210
3835,1210
5227,3223
5468,5227
5227,3215
5227,605
5227,3835
5227,5054
5227,1558
5468,3223
5054,3223
3223,3215
3223,1558
3835,3223
3223,605
1558,605
3215,1558
5468,1558
5054,1558
3835,1558
5054,3835
5054,605
5468,5054
5054,3215
3835,3215
3835,605
5468,605
5468,3215
3215,605
2050,877
3521,2678
3521,3215
3521,2109
3521,633
3835,3521
3521,605
3521,1558
2109,605
3835,2109
2678,2109
2109,633
3215,2109
2109,1558
3835,2678
3835,633
2678,633
2678,1558
2678,605
3215,2678
1558,633
633,605
3215,633
2855,2806
3170,877
3170,2050
5440,2050
5440,877
5468,2050
5468,4064
4064,194
4064,1658
4064,1462
4064,444
4640,4064
4064,2434
5468,1658
1658,1462
1658,194
2434,1658
1658,444
4640,1658
5468,4640
4640,2434
4640,194
4640,1462
4640,444
5468,2434
2434,444
2434,194
2434,1462
5468,1462
5468,444
5468,194
1462,194
1462,444
444,194
5449,5384
3850,1558
5020,1558
5020,3215
5020,605
5020,3521
5054,5020
5020,3850
3850,3521
3850,3215
3850,605
5054,3850
5054,3521
5334,605
5334,3521
3850,2678
5334,2678
5334,1558
5334,3215
5334,3850
4442,2339
3344,2806
3361,2806
3361,2855
3344,2855
3361,3344
5551,2050
5551,877
5468,877
3622,3344
3622,3361
1480,877
5440,1480
494,396
2339,1578
2050,1558
2050,1390
5468,1390
1558,1390
4946,1636
5186,605
5186,5054
5186,3835
5186,3215
5227,5186
5186,1558
5468,5186
5468,2109
5468,2678
5468,1203
5468,3329
3329,1558
1558,1203
3329,2109
2109,1203
2678,1203
1203,605
3329,1203
3329,605
3329,2678
3102,2179
4799,605
4799,2964
4799,3118
4799,3215
4799,1343
4799,518
605,518
1343,605
3118,605
2964,605
3215,2964
3215,518
3215,3118
3215,1343
2964,1343
3118,1343
1343,518
3118,518
2964,518
3118,2964
1393,107
1393,105
107,105
1558,877
3835,2050
2050,1210
3542,2281
4882,2281
2359,1490
3674,2806
4678,2806
4678,3674
1309,988
3035,2333
3950,916
3496,916
3950,3496
2689,2254
5263,2689
5263,2254
4568,201
1968,201
1064,201
2679,201
1108,201
4568,1064
2679,1064
1108,1064
1968,1064
4568,2679
2679,1968
2679,1108
4568,1968
4568,1108
1968,1108
5074,2796
3841,2920
4803,3360
3360,307
4803,307
4919,665
930,726
1898,930
3177,930
4896,930
4702,930
4702,1898
1898,726
3177,1898
4896,1898
4702,3177
4896,4702
4702,726
4896,726
3177,726
4171,74
4524,1277
4524,767
779,566
5222,1547
3647,1201
3647,3086
3086,1201
2147,1645
3445,1249
3767,1249
3767,3445
5058,4663
5414,5058
5414,4663
5584,4022
4670,2041
5309,3897
4500,3897
5309,4500
5009,1118
2760,1316
4749,276
4749,2215
4749,2539
2539,276
2215,276
2539,2215
1449,1399
4094,1449
4094,1399
5077,2103
3423,1503
4904,246
4920,3092
4920,762
3092,762
507,211
2375,211
486,211
706,211
4469,211
874,211
874,486
4469,874
2375,874
874,507
874,706
2375,486
507,486
706,486
4469,486
4469,706
4469,507
4469,2375
706,507
2375,706
2375,507
2905,2137
3803,2137
3803,2905
3593,2578
2578,1174
2578,422
2578,1479
1479,422
3593,422
1174,422
1479,1174
3593,1174
3593,1479
3400,2462
4317,2462
4317,3400
3980,1397
5442,2568
5467,945
2325,945
5467,2325
3172,1348
3172,1975
1975,1348
4565,3207
4565,1579
3207,1579
4391,2217
4391,2549
2549,2217
2002,729
5476,2435
5212,4188
4873,4188
4188,2562
5212,4873
4873,2562
2027,1900
4750,1900
4750,2027
5348,3509
5498,2034
2366,2034
2535,2034
4485,2034
3739,2034
5498,2535
4485,2535
2535,2366
3739,2535
5498,2366
4485,2366
3739,2366
4485,3739
5498,4485
5498,3739
2298,330
2791,2293
4693,2241
2241,1178
2704,2241
3460,2241
4693,1178
3460,1178
2704,1178
4693,2704
3460,2704
4693,3460
4033,3331
4868,2337
4868,3320
4868,4683
4868,3200
3320,3200
3200,2337
4683,3200
4683,3320
4683,2337
3320,2337
4734,4222
4734,721
4222,721
4617,1668
4018,2170
2170,366
4018,366
677,562
1140,677
1140,562
5305,3057
3868,359
3653,359
3868,3653
3566,1441
3164,87
3530,1678
1183,313
984,313
1183,984
4035,1674
2138,1674
4035,2138
2138,480
2138,1245
1245,480
2859,535
5080,535
535,205
2859,205
5080,2859
5080,205
4160,242
245,242
4567,242
4567,4160
4567,245
4160,245
5390,1394
4353,1394
5390,4353
2138,889
2138,369
4979,2138
2896,2138
5385,2138
4979,2896
4979,369
5385,4979
4979,889
4979,480
2896,480
5385,2896
2896,369
2896,889
480,369
5385,369
889,369
889,480
5385,889
5385,480
4934,1732
4334,1299
2962,185
5137,2962
5137,185
3455,2455
3455,1007
1900,406
1283,758
956,86
3106,956
3106,86
2971,882
882,17
882,836
5191,882
1719,882
2264,882
2264,1719
2971,2264
2264,836
5191,2264
2264,17
2971,836
1719,836
5191,836
836,17
2971,1719
2971,17
5191,2971
1719,17
5191,1719
5191,17
2264,1607
2264,86
2264,1779
3106,2264
2751,2264
3443,2264
3443,86
2751,86
2971,86
836,86
1779,86
1607,86
1719,86
86,17
5191,86
1779,17
2751,1779
2971,1779
1779,836
3443,1779
3106,1779
1779,1719
5191,1779
1779,1607
1607,836
3106,836
2751,836
3443,836
2971,1607
3106,2971
2971,2751
3443,2971
3443,3106
3443,1607
5191,3443
3443,1719
3443,17
3443,2751
2751,17
2751,1607
3106,2751
2751,1719
5191,2751
5191,1607
5191,3106
3106,17
1607,17
3106,1719
3106,1607
1719,1607
5511,3759
5511,1431
5511,2804
5511,4058
4058,3759
4058,1431
4058,2804
3759,1431
3759,2804
2804,1431
5500,3182
5500,3887
3887,3182
5191,956
1719,956
2751,956
2751,882
956,17
3443,956
3443,882
2264,956
956,836
1607,956
956,882
1607,882
882,86
3106,882
3353,2945
4346,3353
4346,2945
3376,17
3376,3106
3376,2724
3376,836
3376,956
2724,956
3106,2724
2724,836
2724,17
5100,3353
5100,4346
4041,3589
4041,1000
4757,4041
4757,3589
4757,1000
3589,1000
3694,1192
5446,4642
4642,1982
5446,1982
5477,2515
4162,2515
4097,2515
5477,4097
4162,4097
5477,4162
3772,137
1740,137
3772,1740
4750,2826
3642,1696
2987,1696
3642,2987
5016,1229
2465,1229
5016,2465
4587,2122
4587,1206
4587,1381
4587,3712
2122,1206
1381,1206
3712,1206
3712,2122
2122,1381
3712,1381
3989,2450
2722,642
2955,642
3326,642
5362,642
5362,2722
3326,2722
2955,2722
5362,2955
5362,3326
3326,2955
4609,3973
1521,939
1855,1521
1855,939
3453,1855
3242,2290
2290,1160
2385,2290
4953,2290
2290,51
2385,51
2385,1160
3242,2385
4953,2385
1160,51
4953,1160
3242,1160
3242,51
4953,51
4953,3242
5034,1372
5592,5034
5592,1372
5163,18
5254,55
5630,2259
5630,1694
5630,3555
2259,1694
3555,2259
3555,1694
4077,2895
1273,14
4070,14
4610,14
1771,14
4610,4070
4070,1771
4070,1273
4610,1771
4610,1273
1771,1273
5605,951
5339,2956
2591,180
2591,2334
2334,180
2378,2334
2591,2378
2378,180
2925,2378
2925,180
2925,2334
2925,2591
4676,3366
3227,910
4770,3227
4770,910
608,469
1752,353
4789,1240
4972,4789
4972,1240
5047,1292
3559,1292
5047,3559
5554,1477
5237,3994
4400,1045
2178,1045
4400,2178
4005,1990
4005,3494
3494,1990
5571,958
958,873
5571,873
2155,2113
5351,4258
4629,366
4629,2170
2342,528
5507,528
552,528
4100,528
2741,528
5507,2342
5507,552
5507,4100
5507,2741
2342,552
2741,2342
4100,2342
2741,552
4100,2741
4100,552
5580,1138
4939,366
5507,347
4100,347
528,347
2741,347
2342,347
4939,619
619,366
5383,410
5507,5378
5257,1251
4939,1251
2276,1251
1251,366
4131,1251
1251,619
4939,2276
4939,4131
5257,4939
2276,619
2276,366
5257,2276
4131,2276
5257,4131
4131,366
4131,619
5257,366
5257,619
4470,4100
4470,2741
5507,4470
5144,670
4161,670
1287,670
5144,1287
4161,1287
5144,4161
3958,591
3863,591
4427,591
4122,591
4427,3958
4122,3958
3958,3863
4427,3863
4427,4122
4122,3863
4130,1962
5083,1962
5083,4130
2655,2272
5464,1521
5464,1855
3192,2187
3192,2532
3192,1067
2532,1067
2532,2187
2187,1067
3560,1820
3560,3397
3992,3560
3560,1567
1820,1567
3397,1567
3992,1567
3992,1820
3397,1820
3992,3397
2068,689
5146,813
5527,5146
5146,4192
5146,3975
3975,813
5527,813
4192,813
5527,4192
4192,3975
5527,3975
4911,717
4911,2098
2098,717
2416,846
4867,567
814,567
4867,814
4367,1408
4728,4367
4728,1408
5529,1960
5577,1960
5577,5529
5597,1521
5597,5464
2169,827
3179,827
2176,827
3179,2176
3179,2169
2176,2169
1526,1415
2294,1526
4593,1455
4593,4180
4180,1455
4355,127
4355,2185
4355,1403
4355,2045
4601,4355
5204,4355
5204,1403
5204,2185
5204,2045
5204,4601
4601,127
2045,127
1403,127
2185,127
2185,2045
4601,2185
2185,1403
2045,1403
4601,2045
4601,1403
3125,2183
659,440
2753,440
3327,440
2753,659
3327,2753
3327,659
1946,760
4667,4319
636,416
4404,225
847,457
3066,457
3066,847
2230,225
3537,2132
3537,1531
2132,1531
4623,225
5588,1364
2487,1531
957,206
4561,957
3512,957
1136,848
1860,1136
1860,848
3451,1136
3451,1860
3451,848
3075,1672
1672,565
1672,52
5417,1672
5417,565
565,52
3075,565
3075,52
5417,3075
5417,52
4102,3162
3941,3162
4102,3941
2114,497
2114,1597
3093,2114
2114,1825
2114,815
3323,2114
3093,1825
3093,815
3093,1597
3093,497
3323,3093
1825,1597
1825,497
3323,1825
1825,815
3323,815
1597,815
815,497
1597,497
3323,1597
3323,497
5628,112
2352,1286
1803,1585
3848,3711
1879,1840
3875,2761
2761,1019
3875,1019
4954,1497
1497,221
5524,1497
4808,1497
1497,1019
3649,1497
3649,1019
4808,3649
4954,3649
3649,221
5524,3649
5524,4954
5524,221
5524,1019
5524,4808
4954,221
4954,4808
4954,1019
4808,1019
4808,221
1019,221
4291,134
4732,4206
4206,3061
4732,3061
5229,1495
5307,1495
4507,1495
5229,4507
5307,5229
5307,4507
5297,2384
5159,3408
5231,3408
5231,5159
4497,57
1742,57
2628,57
4536,57
1186,57
3392,57
4497,1186
4497,1742
4497,2628
4497,3392
4536,4497
3392,1186
2628,1186
1742,1186
4536,1186
4536,1742
4536,3392
4536,2628
3392,2628
3392,1742
2628,1742
2083,1712
3345,1712
2266,1712
1712,671
1712,292
4836,1712
3345,671
2266,671
4836,671
671,292
2083,671
4836,292
3345,292
2083,292
2266,292
3345,2266
4836,3345
3345,2083
2266,2083
4836,2083
4836,2266
4836,3275
4836,110
4836,1813
292,110
1813,292
3275,292
1813,1712
3275,1712
1712,110
2266,1813
3345,1813
3275,1813
1813,110
1813,671
2083,1813
2083,110
3275,2083
3275,2266
2266,110
3275,110
3345,110
671,110
3275,671
3345,3275
1981,1073
2850,1981
2850,1073
4387,451
4387,1775
4387,2266
4387,1617
4387,2083
4387,4266
4387,671
4387,110
4266,2266
2266,451
2266,1617
2266,1775
4266,671
1775,671
1617,671
671,451
1617,451
1775,451
451,110
2083,451
4266,451
1617,110
4266,110
1775,110
4266,1617
1775,1617
2083,1617
4266,1775
2083,1775
4266,2083
3949,3536
3949,926
3949,549
926,549
3536,926
3536,549
3936,3110
3936,2171
4646,637
2208,637
4646,2208
1141,493
4646,4511
4511,637
4511,153
4511,2208
2208,153
637,153
4646,153
3109,1993
5598,1993
5618,1993
5598,3109
5618,5598
5598,5575
5575,3109
5618,5575
5618,3109
4646,3919
3919,2208
3919,153
3919,637
4087,4017
4087,938
4017,938
4429,4419
4429,243
4429,1101
4429,2234
4419,1101
4419,2234
4419,243
2234,1101
1101,243
2234,243
4357,1927
2413,1927
1927,354
4527,756
3765,756
1456,756
4527,3765
3765,1456
4527,1456
1622,756
3765,1622
756,101
766,756
3765,766
3765,101
766,101
5113,101
5591,5113
5113,4309
5113,756
5113,1456
5113,766
5113,3765
5591,101
5591,756
5591,1456
5591,766
5591,3765
5591,4309
4309,3765
4309,1456
1456,766
1456,101
4309,756
4309,766
4309,101
4527,3340
3765,3340
3340,756
5113,4527
3246,334
334,42
5353,334
5353,3246
3246,42
5353,42
4584,1691
5047,1691
5047,4584
4255,2961
2318,1520
2507,1520
4918,1520
1520,364
1520,120
4918,120
2318,120
364,120
2507,120
4918,2507
4918,2318
4918,364
2318,364
2507,364
2507,2318
5216,363
550,363
2130,363
4694,363
4694,2130
5216,2130
2130,550
5216,550
5216,4694
4694,550
4715,810
4715,363
810,363
4616,810
4616,363
5247,364
5247,2318
5247,1520
5247,2507
5247,4918
2318,187
4918,187
187,120
5247,120
2507,187
5247,187
364,187
3009,2318
4918,3009
3009,2543
3009,364
5247,3009
3009,187
3009,2507
5247,2543
2543,2318
2543,2507
2543,364
4918,2543
2543,187
4694,2491
4918,2491
5118,2491
2507,2491
2491,2318
5247,2491
5118,4918
5118,2507
5118,2318
5247,5118
2507,1154
2318,1154
5247,1154
1154,187
4918,1154
3188,2318
4918,3188
3188,2507
4694,810
3886,2507
4694,3886
4694,2507
2018,1746
4973,4408
3316,1960
4918,570
2318,570
2507,570
570,364
5247,570
4358,2318
4918,4358
2543,570
4358,570
4358,2507
4358,2543
5525,2941
5525,811
2941,811
570,120
2507,158
2318,158
5255,4439
4081,2105
4191,3968
3457,1559
4816,3457
4816,1559
732,217
986,217
5088,217
5088,732
5088,986
986,732
3250,1978
5550,3385
5550,4284
4284,3385
4257,3498
4257,3833
3833,3498
1652,226
4737,308
514,308
1006,308
2411,308
2475,308
2996,308
3129,308
3697,308
308,237
3499,308
3697,514
2996,514
1006,514
514,237
3129,514
4737,514
3499,514
2475,514
2411,514
3697,3499
3499,2411
3499,3129
3499,237
3499,2996
3499,2475
4737,3499
3499,1006
2996,2475
3129,2996
2996,1006
4737,2996
2996,2411
3697,2996
2996,237
2475,1006
4737,1006
2411,1006
3129,1006
1006,237
3697,1006
4737,2411
4737,237
4737,3129
4737,3697
4737,2475
3129,2475
3697,2475
2475,237
2475,2411
2411,237
3697,237
3129,237
3697,2411
3697,3129
3129,2411
2006,1652
5423,2943
1776,1273
2024,1788
2347,2024
2347,1788
3151,1996
3151,959
3151,1974
1996,959
1996,1974
1974,959
3353,1599
3044,1599
5354,4111
5354,2561
5425,5354
5425,2561
5425,4111
4111,2561
5092,3113
1708,1230
5501,372
5018,372
5501,5018
4810,250
360,250
4172,250
4810,4172
4810,360
4172,360
4578,34
2745,34
4207,34
2255,34
5111,1758
2654,1402
5157,1758
5157,5111
3811,1436
1436,269
1436,58
3556,1436
3811,3556
3811,269
3556,269
269,58
3556,58
5520,1901
5520,3510
5520,3484
3510,1901
3510,3484
3484,1901
1556,414
3510,1556
3510,414
3580,1757
5157,1529
5018,2396
5018,1218
5018,1386
2396,1218
1386,1218
2396,1386
4788,4582
4582,382
4582,2056
4582,4169
4788,2056
2056,382
4169,2056
4788,382
4169,382
4788,4169
3596,825
1092,825
4416,825
1685,825
4416,1685
4416,1092
4416,3596
3596,1685
3596,1092
1685,1092
2191,551
3017,2191
3017,551
3169,1288
3845,3169
3169,2694
3169,132
2694,1288
2694,132
3845,2694
3845,132
3845,1288
1288,132
3910,768
4196,3910
4247,3910
4196,768
4247,4196
4247,768
5018,3378
3378,1218
3378,1386
5545,3378
5545,5018
5545,1218
1893,1242
4312,771
3969,3648
3648,3143
3648,447
3648,311
447,311
3143,447
3969,447
3969,311
3969,3143
3143,311
737,431
1823,950
1418,950
1823,1418
4793,428
4504,1208
1208,21
4070,1208
3064,1208
2090,1208
3646,1208
4841,1208
3646,2090
3646,21
4070,3646
4504,3646
4504,3064
4504,21
4504,2090
4504,4070
4070,21
3064,21
4841,21
2090,21
3064,2090
4070,3064
4841,4070
4070,2090
784,737
3050,784
784,431
3050,431
3050,737
5634,5176
5546,1561
941,10
699,10
941,699
5545,1386
3579,1009
3065,1009
1009,771
3579,771
3065,771
4636,1426
1572,1426
4636,1572
4738,991
4738,770
991,770
5273,3813
3608,2574
2616,770
1179,770
2616,1179
4738,1179
4738,2616
3015,1763
4163,3015
4163,1763
5336,1228
5336,771
1228,771
1828,1009
3601,1009
1828,771
3601,771
3601,1828
4280,3813
3813,3065
5397,3813
5397,3065
4280,3065
5397,4280
4380,3601
4380,771
4380,1828
4241,1090
1207,1090
4241,1207
5453,4600
2782,1043
3224,1043
2881,1043
3224,2782
2881,2782
3224,2881
4765,37
4280,1009
4280,975
1009,975
5397,1009
5397,975
3393,2994
2994,2833
2994,1902
3393,2833
3393,1902
2833,1902
5181,1344
5178,3987
2651,718
2094,718
1386,974
5499,5027
4777,2473
4216,386
1799,386
4849,573
5089,3183
4855,2601
4855,4352
4352,2601
3567,3218
3567,1797
3567,1610
3218,1797
1797,1610
3218,1610
5486,968
5273,968
5486,5273
4277,1827
5171,4277
5171,1827
2351,322
1351,322
5096,322
2351,1351
5096,1351
5096,2351
4168,4073
4073,1646
4073,1088
4168,1646
4168,1088
1646,1088
5472,3465
5472,771
3465,771
3721,2883
5162,46
4723,46
5162,4723
2166,484
2046,266
1281,266
5057,266
304,266
1281,304
5057,1281
2046,1281
5057,2046
5057,304
2046,304
3455,3142
3455,138
3455,1312
5165,3455
3862,3455
3142,138
3862,138
5165,138
1312,138
3862,1312
5165,1312
3142,1312
3862,3142
5165,3142
5165,3862
4987,3171
4818,3405
3405,888
4722,3405
4818,4722
4818,888
4722,888
3202,803
5562,4340
5562,3202
5562,5486
5562,5273
5273,3202
5273,4340
4340,3202
5486,4340
5486,3202
3202,2285
5502,2285
3065,2285
3645,2285
3645,3202
3202,3065
5502,3202
5502,3645
3645,3065
3933,586
2977,586
4371,586
586,576
3913,586
4824,586
3866,586
2577,586
5211,586
5211,3933
5211,576
5211,4824
5211,3866
5211,4371
5211,3913
5211,2977
5211,2577
4824,3913
3913,576
3913,2577
4371,3913
3933,3913
3913,3866
3913,2977
3933,576
3866,576
2577,576
4824,576
2977,576
4371,576
3933,2977
4371,3933
4824,3933
3933,3866
3933,2577
2977,2577
4371,2577
4824,2577
3866,2577
4824,2977
4824,4371
4824,3866
4371,3866
3866,2977
4371,2977
2263,465
2607,2263
2607,465
3569,270
3569,3541
3541,270
4970,4269
4269,2607
4970,2607
3569,2249
3541,2249
4647,2289
2289,427
3243,2289
4647,3243
4647,427
3243,427
5252,3758
3924,2638
3924,2151
2638,2151
4335,3589
3294,1784
3294,585
